customer_id,loan_amount,loan_type,loan_term,interest_rate,monthly_payment_amount,loan_status,outstanding_balance
1106,1853934,Auto,48,0.1,45042,Active,386702
3002,205295,Home,36,0.1,30854,Paid Off,133733
5188,101937,Home,36,0.12,35363,Defaulted,342259
3405,776786,Home,36,0.08,33504,Defaulted,365485
9004,468608,Education,12,0.09,28077,Defaulted,432336
3232,1649550,Home,12,0.13,13026,Active,427905
4202,847216,Education,12,0.09,11232,Paid Off,63993
3051,1035919,Home,36,0.14,36652,Defaulted,342467
3877,1907943,Personal,36,0.14,27214,Defaulted,476408
7614,1338954,Education,60,0.11,32357,Defaulted,397602
7307,1212361,Auto,48,0.07,43450,Paid Off,388486
2882,1136722,Education,60,0.14,1381,Defaulted,354576
359,681571,Home,12,0.08,14045,Paid Off,75471
7068,992976,Auto,60,0.12,32741,Defaulted,87665
2197,1765163,Education,48,0.11,33108,Defaulted,386593
5025,1573255,Auto,12,0.14,18239,Paid Off,439547
5957,585405,Personal,60,0.1,4904,Defaulted,443717
98,183715,Auto,24,0.13,13481,Paid Off,291048
7334,1116958,Personal,12,0.08,4529,Defaulted,405529
2703,375821,Auto,48,0.14,6217,Defaulted,61428
9003,738754,Education,24,0.15,48314,Defaulted,346038
1875,284979,Home,24,0.15,35894,Paid Off,264373
7407,382125,Auto,48,0.13,20881,Paid Off,225766
9432,1926158,Education,12,0.1,40603,Defaulted,227943
5703,170093,Auto,12,0.08,35775,Paid Off,422390
5536,1073024,Home,36,0.1,12482,Active,16441
684,1774621,Personal,36,0.1,4286,Defaulted,15558
2239,742997,Personal,36,0.14,5137,Defaulted,233373
898,636814,Personal,24,0.1,30560,Active,186584
9879,366426,Home,36,0.1,38420,Paid Off,139899
5067,812821,Personal,24,0.07,21722,Paid Off,128909
6814,1318808,Auto,12,0.12,49757,Paid Off,319474
5446,212537,Personal,60,0.14,5243,Active,167452
1831,1380972,Education,36,0.09,19569,Defaulted,162721
5584,165768,Education,24,0.09,35911,Defaulted,29535
2481,676640,Home,60,0.1,49842,Paid Off,411031
8212,1973591,Personal,12,0.11,29920,Defaulted,213394
6164,974302,Education,12,0.11,4974,Defaulted,387795
4411,723890,Personal,48,0.12,10698,Paid Off,41702
617,1416303,Personal,24,0.14,41387,Paid Off,153362
1088,1500021,Personal,60,0.11,21866,Paid Off,226250
8340,966416,Personal,12,0.09,6227,Paid Off,289909
5302,117390,Auto,24,0.14,35338,Active,367525
7748,572316,Education,48,0.13,25673,Active,408515
7886,856401,Personal,60,0.08,9538,Paid Off,347025
7789,841274,Auto,36,0.09,14780,Active,114237
4377,824211,Education,24,0.11,8729,Active,154731
7498,857894,Education,36,0.09,14838,Active,244399
112,1556945,Personal,24,0.1,12365,Active,461095
5332,205709,Auto,48,0.13,27432,Paid Off,378818
9261,222429,Personal,24,0.1,41311,Paid Off,491690
9285,1673760,Home,36,0.13,11409,Defaulted,25769
2229,860063,Personal,48,0.12,17502,Active,412061
5292,1240170,Home,36,0.08,26923,Paid Off,104540
9172,450658,Education,48,0.15,5769,Defaulted,333477
7671,855707,Home,60,0.09,22534,Defaulted,407245
2357,1676430,Auto,48,0.13,43611,Active,327864
7092,1285318,Personal,48,0.09,3177,Defaulted,392930
5342,1546616,Home,36,0.11,48166,Defaulted,496467
6059,264016,Personal,60,0.08,45054,Defaulted,227763
4438,1292349,Auto,36,0.09,16203,Paid Off,298001
6751,1287503,Personal,36,0.14,35859,Active,488176
3051,43074,Home,24,0.13,35700,Defaulted,247937
5239,40718,Education,60,0.1,16020,Paid Off,94896
4093,47780,Education,60,0.08,14484,Paid Off,390316
4485,516933,Education,36,0.09,46761,Active,318438
2981,1740799,Home,36,0.14,4610,Defaulted,23032
8021,1885289,Home,24,0.14,29686,Paid Off,420872
5066,897880,Personal,60,0.08,33254,Active,121463
3964,1289443,Home,60,0.09,39767,Defaulted,83933
4084,1158285,Auto,48,0.12,27544,Active,69975
4860,1153958,Education,12,0.13,48371,Defaulted,218464
4651,22599,Education,12,0.12,44577,Defaulted,199421
1123,580863,Auto,12,0.14,24122,Active,84813
9243,1120422,Personal,24,0.07,21647,Active,141543
4671,1753546,Personal,24,0.1,4248,Defaulted,139577
815,1157456,Auto,60,0.11,33231,Paid Off,26266
978,1432771,Education,12,0.08,13831,Defaulted,396796
2858,1359010,Home,24,0.13,16633,Defaulted,237829
682,431393,Home,48,0.15,1568,Defaulted,113476
8140,784030,Personal,12,0.1,21970,Paid Off,29550
3655,1532754,Education,60,0.11,42222,Active,134785
780,1015427,Personal,12,0.12,11484,Active,104214
1442,301716,Education,60,0.13,31142,Paid Off,192229
7818,1755945,Home,12,0.08,42882,Defaulted,427353
4500,816037,Education,60,0.14,22556,Active,346614
2759,1353566,Auto,60,0.15,44107,Defaulted,260987
5993,1748912,Auto,12,0.14,29841,Paid Off,368321
3120,1325710,Personal,36,0.13,23288,Active,186529
2545,917044,Education,12,0.1,38453,Defaulted,429482
4041,1868104,Personal,24,0.07,36522,Active,466727
5875,538413,Education,48,0.12,36429,Paid Off,439699
9562,71718,Personal,60,0.09,38336,Active,48192
2828,1954309,Auto,24,0.14,42727,Defaulted,240917
1462,1415494,Auto,36,0.09,22383,Paid Off,293373
7942,890337,Home,24,0.1,37953,Defaulted,475455
553,1729905,Auto,60,0.11,20276,Defaulted,199458
7051,469496,Home,24,0.13,32494,Defaulted,446152
5899,1992890,Auto,12,0.09,12737,Active,374624
8907,1568043,Personal,12,0.1,1226,Defaulted,255785
4295,689560,Personal,36,0.12,16866,Paid Off,22257
5104,321893,Auto,24,0.1,8652,Defaulted,407580
3389,356559,Auto,36,0.13,45087,Active,34541
5319,836754,Personal,12,0.1,44777,Active,108952
3651,1060794,Auto,60,0.13,16780,Paid Off,391557
3135,1692708,Home,48,0.1,25063,Defaulted,415545
5263,1537221,Personal,60,0.14,1633,Active,174472
7402,537000,Education,60,0.12,43890,Defaulted,472671
3495,1162781,Home,36,0.1,26771,Active,336415
1337,889897,Home,36,0.12,16736,Paid Off,136937
5088,1626046,Auto,60,0.07,41827,Defaulted,232004
6196,795643,Home,36,0.14,23722,Defaulted,90248
3011,1532077,Home,48,0.14,48063,Active,239101
2659,1868502,Home,24,0.13,5518,Active,433392
9356,1063419,Home,48,0.12,9727,Paid Off,272784
2735,857735,Education,12,0.1,9215,Paid Off,362162
5307,1211071,Auto,36,0.12,6266,Defaulted,195094
4813,1999561,Auto,24,0.08,22742,Paid Off,407494
4713,1668110,Auto,36,0.13,44359,Defaulted,494540
6756,1457351,Education,60,0.14,48951,Active,471720
6597,301060,Home,36,0.11,1621,Paid Off,406068
178,1326725,Education,48,0.12,6532,Paid Off,233759
1037,1917983,Auto,24,0.15,8664,Defaulted,427947
3834,1336631,Personal,60,0.14,35893,Active,63754
4778,1463420,Auto,24,0.11,13264,Paid Off,63009
7426,563655,Personal,36,0.14,2240,Active,206682
5784,823805,Auto,24,0.11,5673,Defaulted,165065
6177,1876515,Home,12,0.13,44614,Active,46212
4805,1692951,Home,60,0.09,29538,Paid Off,130756
7399,1107851,Home,48,0.14,49959,Paid Off,395594
7360,693146,Personal,48,0.14,27798,Active,183979
6331,12920,Home,36,0.09,24815,Paid Off,497017
3568,484578,Education,12,0.08,40184,Active,431571
4423,471876,Home,48,0.12,28789,Defaulted,152215
3986,106273,Home,24,0.12,28356,Active,333799
3313,828468,Education,60,0.12,15452,Defaulted,114225
6240,1037883,Personal,24,0.09,4134,Paid Off,217587
8683,1941933,Personal,48,0.09,33103,Active,272833
8105,1389672,Education,12,0.15,12221,Paid Off,369742
309,1847313,Education,60,0.14,21441,Active,178097
7277,1621539,Personal,36,0.08,18225,Paid Off,431080
9893,1965449,Home,36,0.11,10389,Defaulted,475197
8997,1888135,Education,12,0.14,49913,Active,11405
6728,1183950,Auto,48,0.11,23100,Active,84615
1892,1223818,Auto,60,0.14,42387,Active,222486
9518,512459,Home,60,0.12,4911,Defaulted,391239
1917,747909,Education,60,0.15,4616,Active,383935
6499,751924,Auto,24,0.11,26885,Paid Off,213392
5221,1486018,Home,36,0.14,41494,Paid Off,60564
2241,894040,Personal,12,0.14,7583,Paid Off,282154
7241,1985206,Auto,24,0.12,47597,Defaulted,431591
1973,1899819,Home,60,0.14,3820,Active,317035
5938,1234601,Auto,60,0.08,25624,Paid Off,494340
5526,1572314,Education,48,0.11,6401,Defaulted,161873
3978,656626,Personal,60,0.12,35091,Paid Off,355824
1315,288128,Home,36,0.12,6058,Paid Off,121456
8802,487993,Auto,24,0.11,23971,Paid Off,203802
9681,27571,Home,24,0.07,38661,Paid Off,372595
6795,826992,Education,24,0.08,1165,Active,332850
8395,1513097,Auto,24,0.12,46421,Active,421395
6548,555974,Personal,60,0.15,26747,Defaulted,347274
1399,344456,Personal,24,0.11,21680,Defaulted,117173
1372,839858,Personal,24,0.08,1137,Defaulted,480825
9448,533065,Personal,36,0.13,41490,Paid Off,236110
5106,335535,Auto,36,0.1,11311,Paid Off,380434
3203,295961,Education,60,0.14,41074,Defaulted,94391
9886,1184146,Auto,12,0.1,21528,Paid Off,356458
2682,1276160,Education,48,0.08,35842,Defaulted,187754
7922,1099771,Education,36,0.14,29045,Paid Off,429825
8425,1807168,Education,36,0.09,29758,Defaulted,185620
2137,1742378,Auto,60,0.15,4478,Active,23524
7147,718205,Personal,24,0.1,38608,Defaulted,216346
2806,1459562,Home,48,0.11,13076,Defaulted,103181
4850,47210,Personal,36,0.1,22994,Defaulted,61625
1957,1527141,Auto,12,0.12,17700,Active,465493
9685,1645124,Home,12,0.15,4234,Defaulted,480388
931,1166435,Personal,24,0.09,30011,Paid Off,413741
47,1785012,Personal,48,0.14,4065,Paid Off,206732
2270,369507,Home,36,0.09,21349,Paid Off,44609
5767,16815,Home,36,0.14,48171,Active,360439
7918,621284,Auto,24,0.1,6099,Paid Off,301109
4561,691830,Education,24,0.14,39672,Paid Off,439536
678,1903015,Education,12,0.07,25666,Defaulted,428369
1590,925557,Education,36,0.07,32880,Active,22946
2518,1555156,Home,24,0.14,38543,Paid Off,470952
7132,64315,Home,12,0.08,7965,Defaulted,132047
9020,1414538,Education,48,0.08,30233,Paid Off,371554
1566,757417,Auto,12,0.11,45638,Active,417222
6683,406380,Personal,48,0.12,22784,Active,302031
1567,498267,Auto,48,0.14,48053,Active,85075
205,1086888,Home,24,0.12,46454,Paid Off,134349
1805,1521677,Personal,24,0.14,44482,Paid Off,222023
8671,1112807,Education,60,0.12,10525,Defaulted,241422
2120,1159596,Auto,12,0.07,18954,Active,345672
9653,679029,Auto,24,0.14,15695,Defaulted,99969
5810,1839534,Education,12,0.11,19093,Active,414943
6685,1755477,Education,36,0.07,6878,Defaulted,144447
1437,1559957,Education,12,0.15,16472,Defaulted,292046
1942,1455295,Education,12,0.14,25458,Defaulted,411749
2827,309809,Auto,36,0.1,4489,Active,428064
7380,805438,Auto,36,0.1,1655,Paid Off,374279
8962,1203260,Education,60,0.08,29618,Active,488449
8258,1687524,Education,36,0.11,15433,Paid Off,416482
9637,1623070,Personal,48,0.11,34969,Paid Off,129171
7636,1685157,Education,48,0.14,11781,Defaulted,372635
8555,117642,Education,48,0.13,25605,Paid Off,410140
4495,1935178,Personal,48,0.1,17107,Active,496947
2897,1439750,Personal,60,0.13,12856,Paid Off,103673
259,1171250,Auto,36,0.14,1982,Active,280739
7929,1326732,Personal,12,0.14,22976,Active,30765
1068,1663748,Education,12,0.11,49689,Active,201510
4993,1902075,Personal,48,0.12,34187,Active,59351
9502,954882,Personal,48,0.14,21207,Defaulted,66409
7707,343158,Personal,36,0.11,41498,Defaulted,314131
7496,69525,Auto,60,0.09,9049,Active,391509
6458,1604549,Auto,36,0.15,27756,Defaulted,18610
1442,1984423,Auto,24,0.11,20710,Paid Off,138468
9520,1941344,Education,60,0.14,24492,Active,417956
7083,1072231,Auto,24,0.08,19175,Defaulted,422834
228,1788472,Auto,48,0.08,15273,Paid Off,97556
4845,993508,Education,24,0.09,20045,Paid Off,50117
9401,714457,Auto,12,0.08,22064,Defaulted,480334
1970,554536,Education,60,0.08,23220,Defaulted,441450
6261,1725789,Auto,60,0.08,24021,Active,121479
7952,115676,Auto,36,0.12,27424,Paid Off,34256
4227,1830639,Education,60,0.09,49636,Defaulted,250806
1725,1890761,Personal,12,0.12,14312,Paid Off,57719
9808,1218308,Personal,36,0.13,38342,Active,25604
6185,1836030,Personal,24,0.14,25867,Paid Off,118914
2482,1514170,Home,60,0.09,47945,Defaulted,107563
5285,1788246,Home,24,0.11,3656,Paid Off,29281
1450,516644,Education,60,0.11,9742,Paid Off,273301
6191,256033,Education,48,0.13,27993,Paid Off,274667
5161,1535589,Auto,24,0.14,42197,Active,242132
4280,1566005,Auto,24,0.1,32225,Defaulted,246402
5941,1216805,Home,12,0.09,19488,Defaulted,416568
8032,170179,Education,24,0.12,4616,Paid Off,98274
1255,1653898,Education,48,0.14,37022,Paid Off,46959
400,1047770,Education,24,0.11,16284,Paid Off,487176
9939,1938371,Auto,48,0.11,14564,Defaulted,313055
5639,1074176,Auto,36,0.13,37939,Active,76895
5352,531602,Home,24,0.07,5005,Defaulted,463639
3464,272073,Auto,48,0.09,2600,Defaulted,378545
5066,243138,Home,24,0.15,27055,Paid Off,107730
6645,1213626,Education,24,0.15,32471,Active,328704
2414,96090,Auto,36,0.08,44119,Defaulted,88237
1087,1229490,Home,24,0.1,42047,Paid Off,200393
3874,892499,Home,24,0.14,1151,Paid Off,424882
3160,300573,Education,24,0.1,5511,Defaulted,10544
6499,144704,Personal,12,0.09,13257,Active,79445
9584,1509880,Auto,60,0.1,10268,Defaulted,463677
9707,663466,Auto,12,0.09,39584,Paid Off,62702
2693,532898,Home,12,0.12,26465,Paid Off,351109
2903,1548850,Personal,24,0.11,12170,Defaulted,71719
6051,1431432,Education,60,0.14,17129,Active,172515
5376,1456656,Home,60,0.12,33697,Defaulted,94063
220,1604580,Personal,36,0.12,40291,Active,18851
6416,1020825,Education,12,0.1,24487,Paid Off,232758
3012,238462,Personal,36,0.09,47287,Paid Off,414257
7544,1747288,Home,24,0.09,34463,Paid Off,117647
5366,997567,Auto,24,0.13,28560,Active,214924
8049,606193,Home,24,0.13,48403,Defaulted,13656
5689,518610,Home,12,0.09,13583,Active,98426
9462,247843,Personal,60,0.13,46456,Defaulted,38905
4268,821651,Education,36,0.13,34817,Active,47858
5447,333012,Auto,36,0.09,27701,Defaulted,277537
4218,1679944,Home,24,0.07,38466,Active,450829
9944,451055,Auto,36,0.15,24477,Defaulted,107544
635,1333204,Education,24,0.12,6796,Paid Off,122624
2737,1208521,Education,60,0.1,12698,Paid Off,24090
5350,1313397,Education,48,0.09,40653,Active,283413
2696,882662,Home,36,0.09,48253,Active,361400
9691,1523964,Personal,36,0.08,21487,Active,307292
8692,1615904,Education,24,0.09,36050,Active,319207
1656,1858654,Personal,48,0.13,24133,Defaulted,143833
3358,844920,Home,60,0.11,37091,Active,387775
6464,588872,Auto,36,0.15,39593,Defaulted,191411
1896,1889889,Personal,24,0.11,32786,Defaulted,351645
2108,1396754,Home,60,0.11,13287,Defaulted,51238
9353,926229,Auto,48,0.08,26223,Paid Off,300129
125,1946149,Education,48,0.1,4295,Paid Off,42428
3775,1419033,Personal,60,0.08,49673,Defaulted,275066
4287,1990551,Education,12,0.15,21329,Paid Off,60108
2240,848371,Home,24,0.09,47690,Defaulted,441053
588,1471378,Personal,48,0.12,46760,Paid Off,231292
3094,185892,Education,36,0.09,31910,Active,279812
8934,120695,Home,24,0.15,32949,Active,93356
6526,470627,Auto,36,0.11,2014,Active,346314
3227,1071129,Personal,48,0.13,18423,Defaulted,81919
9308,1568035,Personal,36,0.11,4170,Active,492026
9017,1755653,Personal,48,0.13,22274,Paid Off,417101
1703,312351,Education,24,0.1,47104,Paid Off,191110
6847,1128453,Auto,36,0.14,39325,Active,473198
9345,624368,Auto,60,0.11,9131,Active,244420
6217,453839,Personal,36,0.1,23851,Paid Off,466705
9326,914493,Education,48,0.13,17178,Active,39695
8043,1886824,Personal,60,0.09,39990,Paid Off,400320
1505,238703,Auto,24,0.09,42093,Defaulted,83772
7032,1651873,Personal,36,0.11,6969,Defaulted,92442
2244,508594,Home,24,0.07,39435,Defaulted,332818
7080,35355,Auto,60,0.11,32591,Defaulted,257990
3135,1561944,Auto,36,0.09,37648,Defaulted,147190
6085,1280188,Auto,24,0.12,26529,Active,244793
7232,852014,Auto,60,0.13,40611,Paid Off,273682
7942,619949,Auto,12,0.11,45815,Paid Off,468608
8360,1621414,Education,36,0.08,4456,Active,81387
176,1659877,Education,12,0.15,13823,Paid Off,139768
1168,298491,Personal,12,0.09,28969,Active,410185
586,994686,Education,24,0.1,22021,Paid Off,223423
54,816509,Education,48,0.09,20488,Active,488642
6777,326921,Personal,48,0.13,40941,Defaulted,416967
8327,16570,Auto,36,0.11,6032,Defaulted,317895
7539,40251,Education,24,0.1,19343,Active,387684
5142,1956670,Auto,24,0.12,33881,Active,321939
8729,1517083,Education,48,0.14,22120,Paid Off,360520
7927,943439,Auto,48,0.09,38152,Active,391759
2207,411386,Education,48,0.12,32397,Paid Off,336264
2565,1671872,Home,48,0.11,7664,Paid Off,117377
1728,633912,Education,12,0.1,33625,Paid Off,129104
5496,1182172,Auto,12,0.09,40080,Defaulted,412086
707,1451868,Auto,12,0.11,17626,Paid Off,82819
1240,1647856,Auto,36,0.14,35115,Active,122821
4359,238944,Education,24,0.12,38908,Active,373848
1575,1177567,Education,48,0.14,41434,Active,453098
2989,1866658,Home,48,0.09,8698,Active,262704
6143,1865539,Education,36,0.11,17625,Active,486797
9376,513548,Auto,24,0.11,4923,Defaulted,307988
4979,1740019,Education,48,0.1,34851,Defaulted,249568
6222,1746118,Education,36,0.15,47372,Paid Off,476553
5586,1396754,Auto,48,0.09,6323,Paid Off,429902
4160,1679278,Auto,48,0.09,16724,Active,413238
568,184220,Education,60,0.08,36187,Defaulted,86858
1442,1082572,Auto,60,0.09,12853,Active,144708
946,127593,Home,24,0.12,46818,Paid Off,61867
8243,650488,Auto,60,0.1,23765,Defaulted,223808
6969,158297,Home,48,0.09,13314,Active,160234
7193,1770770,Home,60,0.12,6979,Paid Off,341678
4487,1521449,Personal,48,0.15,12610,Active,204935
233,848400,Education,36,0.12,25083,Active,294171
4527,974546,Home,24,0.1,43118,Active,98105
9321,220439,Education,60,0.11,46227,Defaulted,54816
4703,1396632,Home,48,0.11,17931,Defaulted,64948
2551,401353,Personal,12,0.1,44694,Paid Off,262419
4728,831256,Auto,48,0.14,16518,Paid Off,132421
615,1600964,Education,36,0.11,45489,Defaulted,252278
1924,902200,Auto,36,0.09,25402,Paid Off,79176
7344,1218530,Education,48,0.13,15260,Active,10463
3928,481070,Education,24,0.08,24351,Paid Off,387712
2345,1971084,Home,60,0.08,48234,Paid Off,402286
4889,1976931,Personal,36,0.11,49532,Defaulted,165228
2772,1623583,Auto,24,0.13,45290,Paid Off,66803
918,247337,Auto,12,0.1,27793,Active,388599
5195,1145005,Personal,48,0.08,3690,Defaulted,148464
7718,1759705,Education,60,0.13,32501,Defaulted,120003
4855,222425,Auto,36,0.14,3062,Active,29153
6243,905068,Personal,60,0.07,47080,Active,117125
273,1946392,Auto,24,0.12,25246,Active,425788
2345,1408301,Personal,48,0.1,16980,Defaulted,361375
3073,215678,Auto,12,0.13,8402,Defaulted,490079
9147,326993,Personal,12,0.11,30480,Paid Off,310617
3757,1912519,Personal,48,0.08,27054,Active,406065
6352,360248,Home,24,0.09,39207,Active,52832
5690,1705692,Auto,36,0.14,41157,Paid Off,468690
4792,1483108,Auto,12,0.12,24187,Defaulted,183326
6589,821925,Personal,24,0.09,5865,Active,482842
2888,1435680,Personal,60,0.09,14587,Active,105994
2718,1898858,Personal,12,0.07,31933,Active,230234
8788,605665,Home,60,0.07,49783,Active,101535
4384,1614344,Home,36,0.08,30457,Paid Off,82876
2239,1053349,Auto,36,0.08,12704,Defaulted,268400
4361,1285001,Auto,48,0.07,36583,Defaulted,77864
3844,354219,Personal,60,0.11,49164,Active,289941
9027,570270,Personal,48,0.12,15181,Active,333279
6386,1230542,Auto,12,0.13,43615,Paid Off,74075
4773,1775495,Auto,24,0.13,17071,Active,407891
9183,1035035,Personal,60,0.09,16912,Defaulted,282878
4776,1907797,Personal,12,0.11,43954,Paid Off,380525
8892,538761,Education,60,0.13,21935,Paid Off,291300
4915,1365974,Personal,12,0.07,35077,Active,180316
5559,1174095,Home,36,0.12,28674,Defaulted,243674
1633,1001553,Auto,36,0.1,14857,Defaulted,85752
4681,281686,Home,48,0.11,3009,Defaulted,13722
8269,1224466,Personal,24,0.15,3769,Active,360289
3745,1460023,Education,48,0.09,24144,Active,115630
2746,1904056,Auto,48,0.09,46704,Paid Off,148939
3285,1516618,Home,48,0.08,42592,Defaulted,469548
